Forename,Order ID,Surname,Sales
Deirdre,CA-2011-139423,Greer,$76
Daniel,CA-2014-121615,Lacy,$76
Karen,CA-2013-119823,Daniels,$76
Victor,CA-2014-102946,Preis,$76
Dennis,CA-2011-168592,Pardue,$76
Vivek,CA-2014-150189,Gonzalez,$75
Jack,CA-2011-152562,O'Briant,$75
Craig,CA-2013-166163,Yedwab,$75
Joel,CA-2012-115091,Jenkins,$75
Dave,CA-2014-104913,Kipp,$75
Julie,CA-2012-130022,Kriz,$75
Joseph,CA-2014-128335,Airdo,$75
George,CA-2014-138870,Ashbrook,$75
Frank,CA-2012-103093,Olsen,$75
Harry,CA-2014-127117,Marie,$74
Benjamin,CA-2012-103793,Venier,$74
Larry,CA-2014-160031,Tron,$74
Neil,CA-2014-162712,Knudson,$74
Anne,CA-2013-136322,Pryor,$74
Eugene,CA-2012-111612,Barchas,$74
Scot,CA-2012-101091,Wooten,$74
Edward,CA-2014-161459,Becker,$74
Toby,CA-2013-110009,Ritter,$74
Neil,CA-2011-138177,Ducich,$74
Noel,CA-2013-144645,Staavos,$74
Mitch,CA-2012-164336,Webber,$74
Nancy,US-2011-120313,Lomonaco,$74
Jay,CA-2014-144113,Fein,$74
Steve,US-2013-151260,Chapman,$74
Tracy,CA-2014-133718,Blumstein,$74
Jay,CA-2013-132549,Kimmel,$73
Cynthia,CA-2013-145135,Delaney,$73
Denny,CA-2012-121272,Ordway,$73
James,CA-2013-102498,Galang,$73
Katharine,CA-2011-138359,Harms,$73
Nicole,CA-2014-100335,Fjeld,$73
Todd,CA-2013-154711,Boyes,$73
Liz,CA-2014-121804,Preis,$73
Gene,CA-2012-131352,Hale,$73
Katherine,US-2011-138828,Ducich,$73
Anna,CA-2012-112214,Häberlin,$73
Jennifer,US-2011-100853,Braxton,$73
Bobby,CA-2013-106383,Trafton,$72
Chris,CA-2012-149811,Selesnick,$72
Evan,CA-2013-160486,Henry,$72
Steve,CA-2014-128475,Carroll,$72
John,US-2012-159513,Dryer,$72
Parhena,US-2014-148768,Norris,$72
Rick,CA-2011-110639,Hansen,$72
Sandra,US-2014-156909,Flanagan,$71
Harold,US-2012-118983,Pawlan,$71
Dean,CA-2013-155481,Katz,$71
Emily,US-2014-165953,Phan,$71
Amy,CA-2013-126165,Hunt,$71
Christine,CA-2013-164889,Phan,$71
Brian,CA-2014-109589,Derr,$71
Benjamin,CA-2014-142888,Patterson,$71
Heather,CA-2013-165484,Kirkland,$71
Liz,CA-2014-147725,Thompson,$71
Greg,CA-2013-106460,Tran,$71
Anna,CA-2013-158869,Häberlin,$71
James,CA-2011-105872,Galang,$70
Alan,CA-2013-114405,Shonely,$70
Sally,CA-2013-125164,Hughsby,$70
Amy,CA-2012-164441,Cox,$70
Ken,CA-2014-164042,Lonsdale,$70
Harold,CA-2012-122259,Pawlan,$70
Shahid,CA-2014-168172,Hopkins,$70
Rob,US-2013-128678,Beeghly,$70
Shirley,CA-2011-101476,Daniels,$70
Linda,US-2014-128832,Southworth,$70
Phillip,CA-2013-164938,Breyer,$70
Ken,CA-2014-159352,Black,$70
Harry,CA-2011-142727,Greene,$70
Bill,US-2011-148194,Shonely,$70
Bill,CA-2014-122735,Donatelli,$70
Clytie,CA-2013-158610,Kelty,$70
Alan,CA-2014-117926,Schoenberger,$69
Denny,CA-2014-140760,Ordway,$69
Kelly,CA-2011-140886,Williams,$69
Nona,CA-2014-110310,Balk,$69
Bart,CA-2013-156811,Pistole,$69
Cyma,US-2014-166611,Kinney,$69
Katherine,CA-2014-140802,Nockton,$69
Brian,CA-2011-125514,Moss,$69
Gary,CA-2011-114125,Hansen,$69
Sarah,CA-2012-159779,Brown,$69
Craig,CA-2011-144974,Molinari,$69
Steve,CA-2013-152457,Chapman,$69
Eric,CA-2014-153080,Hoffmann,$68
Suzanne,CA-2013-125724,McNair,$68
Don,CA-2014-148642,Weiss,$68
Neoma,CA-2012-162166,Murray,$68
Arthur,US-2011-103905,Wiediger,$68
Xylona,CA-2013-129196,Preis,$68
Tamara,CA-2012-135510,Willingham,$68
Cassandra,US-2014-152898,Brandow,$68
Susan,CA-2014-147767,Vittorini,$68
Joy,US-2014-152569,Daniels,$68
Sally,CA-2014-125101,Hughsby,$68
Sara,US-2011-155817,Luxemburg,$68
Catherine,CA-2013-164350,Glotzbach,$68
Mark,CA-2011-133305,Hamilton,$67
Michael,CA-2014-102967,Granlund,$67
Brian,CA-2013-146423,Thompson,$67
Noel,CA-2014-115651,Staavos,$67
Muhammed,US-2011-147774,MacIntyre,$67
Julie,CA-2011-141173,Creighton,$67
Pete,US-2013-117387,Armstrong,$67
Luke,CA-2011-141110,Schmidt,$67
Katrina,CA-2013-146682,Willman,$67
Andy,CA-2013-139934,Yotov,$67
Emily,CA-2013-149916,Ducich,$67
Lena,CA-2013-169194,Hernandez,$67
Odella,CA-2011-121286,Nelson,$67
Nicole,CA-2012-147102,Hansen,$66
Jonathan,CA-2011-138436,Doherty,$66
Stuart,CA-2013-168536,Calhoun,$66
Ivan,CA-2013-169971,Liston,$66
Logan,US-2014-116701,Currie,$66
Parhena,US-2013-118780,Norris,$66
Sara,CA-2011-124513,Luxemburg,$66
Rob,CA-2014-123981,Williams,$66
Duane,CA-2011-104402,Benoit,$66
Sue,CA-2013-167507,Ann,$66
Kean,CA-2012-158456,Takahito,$66
Frank,CA-2014-121160,Merwin,$66
Paul,CA-2011-168305,Lucas,$66
Aaron,US-2011-150126,Smayling,$66
Keith,CA-2014-111262,Herrera,$66
Tracy,US-2012-142020,Collins,$66
Henia,CA-2014-168739,Zydlo,$65
Jill,CA-2013-121034,Fjeld,$65
Eudokia,CA-2014-132437,Martin,$65
Katrina,CA-2013-140417,Edelman,$65
Frank,CA-2013-125850,Preis,$65
Darren,CA-2014-157350,Powers,$65
Chris,US-2011-169390,Selesnick,$65
David,CA-2011-123477,Wiener,$65
Erica,CA-2014-127516,Hernandez,$65
Karen,US-2013-128293,Carlisle,$65
Bill,CA-2012-121699,Donatelli,$65
Grace,CA-2012-133396,Kelly,$65
Bill,CA-2013-149965,Shonely,$65
Pauline,CA-2014-156272,Webber,$64
Marina,CA-2014-156363,Lichtenstein,$64
Anna,CA-2013-145709,Häberlin,$64
Michelle,CA-2011-133704,Arnett,$64
Chloris,US-2012-144771,Kastensmidt,$64
Giulietta,CA-2012-139850,Baptist,$64
Matthew,US-2011-120145,Clasen,$64
Nora,CA-2013-166653,Pelletier,$64
Cindy,CA-2014-158344,Chapman,$64
Art,CA-2011-103702,Foster,$64
Luke,US-2013-117037,Weiss,$64
Hunter,CA-2014-117821,Glantz,$64
Michelle,CA-2011-150301,Huthwaite,$64
Ken,CA-2013-100153,Heidel,$64
Ross,CA-2014-157672,Baird,$64
Arianne,US-2014-160759,Irving,$64
Odella,CA-2013-118255,Nelson,$63
Stewart,CA-2011-169257,Visinsky,$63
Mike,CA-2014-101798,Vittorini,$63
Maribeth,US-2014-101721,Yedwab,$63
Ivan,CA-2011-143168,Gibson,$63
Edward,US-2013-147340,Becker,$63
Erica,CA-2012-156510,Hackney,$63
Corey-Lock,CA-2011-162866,,$63
Dionis,CA-2014-151911,Lloyd,$63
Christine,CA-2011-141005,Sundaresam,$63
Saphhira,CA-2014-165603,Shifley,$63
Roland,CA-2011-115357,Fjeld,$63
Bart,CA-2013-127194,Watters,$63
Phillip,CA-2011-149055,Breyer,$63
Justin,CA-2012-145485,MacKendrick,$63
Marc,US-2013-135209,Harrigan,$63
Emily,CA-2014-131303,Phan,$63
Keith,CA-2012-125066,Dawkins,$62
Don,US-2014-132220,Jones,$62
Jeremy,CA-2011-103590,Lonsdale,$62
Jennifer,CA-2011-156342,Ferguson,$62
Brendan,CA-2011-149524,Sweed,$62
Tracy,CA-2012-115847,Collins,$62
Joel,US-2013-162026,Eaton,$62
Karen,CA-2014-155824,Seio,$62
Corey,CA-2012-132507,Catlett,$62
Barry,CA-2013-103947,Blumstein,$62
Steven,CA-2012-154970,Roelle,$62
Christy,CA-2014-152660,Brittain,$62
Natalie,US-2014-156356,DeCherney,$61
Muhammed,CA-2012-168760,MacIntyre,$61
Tim,CA-2013-134376,Taslimi,$61
Zuschuss,CA-2014-141481,Donatelli,$61
Ken,CA-2013-149671,Brennan,$61
Anna,CA-2014-101483,Gayman,$61
Bobby,CA-2013-108630,Elias,$61
Lindsay,CA-2013-105753,Castell,$61
Elpida,CA-2012-127019,Rittenbach,$61
Karl,CA-2012-131758,Braun,$61
Frank,CA-2012-149517,Carlisle,$61
Michelle,CA-2014-113208,Lonsdale,$61
Alan,CA-2013-118913,Shonely,$61
Jennifer,CA-2014-142125,Braxton,$61
Theresa,CA-2013-120005,Swint,$61
Saphhira,CA-2014-145772,Shifley,$61
Raymond,CA-2013-156573,Buch,$60
Jeremy,US-2013-132577,Ellison,$60
Thomas,CA-2011-104773,Boland,$60
Bruce,CA-2014-119389,Geld,$60
Dorris,CA-2011-133424,liebe,$60
Sam,US-2011-157847,Craven,$60
Peter,CA-2013-149685,McVee,$60
Gary,CA-2014-146031,McGarr,$60
Damala,CA-2011-141838,Kotsonis,$60
Christy,CA-2013-113656,Brittain,$60
Emily,US-2013-119298,Phan,$60
Nick,CA-2013-164154,Zandusky,$60
Benjamin,CA-2011-101462,Patterson,$60
Jennifer,US-2014-108014,Halladay,$60
Tamara,CA-2012-114468,Dahlen,$60
Pete,CA-2014-103065,Takahito,$60
Maria,CA-2014-129910,Etezadi,$60
Mary,CA-2013-121601,O'Rourke,$60
Max,CA-2011-124807,Engle,$60
Philisse,CA-2014-143665,Overcash,$60
Damala,CA-2013-120082,Kotsonis,$60
Sheri,CA-2012-130218,Gordon,$59
Toby,CA-2014-167668,Carlisle,$59
Alan,CA-2014-101049,Shonely,$59
Craig,US-2011-158057,Carroll,$59
Max,CA-2013-106397,Jones,$59
Shui,CA-2012-153325,Tom,$59
Robert,CA-2013-107615,Barroso,$59
Ross,CA-2014-100748,Baird,$58
Nick,US-2013-131674,Crebassa,$58
Vivian,CA-2013-133872,Mathis,$58
Andrew,CA-2012-112319,Roberts,$58
Toby,CA-2011-131051,Ritter,$58
Marc,CA-2012-168459,Crier,$58
Michael,CA-2014-121216,Moore,$58
Russell,CA-2011-120775,D'Ascenzo,$58
Lisa,CA-2013-116379,DeCherney,$58
Alyssa,CA-2013-144400,Crouse,$58
Doug,CA-2014-133207,O'Connell,$58
Emily,CA-2014-134838,Ducich,$58
Ed,CA-2012-104493,Braxton,$58
John,US-2011-107699,Huston,$57
Dean,CA-2012-139962,percer,$57
Shui,CA-2011-152345,Tom,$57
Alice,CA-2013-157000,McCarthy,$57
Evan,CA-2014-162033,Minnotte,$57
Allen,US-2014-169488,Armold,$57
Eric,CA-2013-101448,Barreto,$57
Gene,CA-2012-167374,McClure,$57
Joy,US-2014-157224,Bell-,$57
Benjamin,CA-2011-103219,Farhat,$57
Dan,CA-2014-131016,Campbell,$57
Cyma,US-2013-140809,Kinney,$56
Cindy,US-2011-163146,Chapman,$56
Frank,CA-2012-115693,Carlisle,$56
Eileen,CA-2012-154340,Kiefer,$56
Katrina,CA-2014-101182,Bavinger,$56
Nora,CA-2013-162110,Paige,$56
Jonathan,CA-2012-104115,Howell,$56
Christy,CA-2013-163398,Brittain,$56
Philip,US-2011-150532,Brown,$56
Doug,CA-2014-133074,Bickford,$56
Jennifer,US-2011-137680,Halladay,$56
Benjamin,CA-2014-102729,Farhat,$56
Alejandro,CA-2011-167164,Grove,$56
Clay,CA-2014-118542,Cheatham,$55
Tracy,CA-2011-113887,Hopkins,$55
Maya,CA-2012-154144,Herman,$55
Logan,CA-2012-119907,Currie,$55
Ben,CA-2013-149111,Ferrer,$55
Annie,CA-2013-112893,Thurman,$55
Henia,CA-2014-157420,Zydlo,$55
Mark,CA-2013-141887,Packer,$55
Tim,CA-2013-111143,Taslimi,$55
Edward,CA-2013-155565,Hooks,$55
Jill,CA-2013-167416,Matthias,$55
Luke,CA-2014-102659,Weiss,$55
Tamara,CA-2014-104010,Dahlen,$55
Heather,CA-2014-124576,Kirkland,$55
Anthony,CA-2011-149020,Jacobs,$55
Erin,CA-2014-121909,Ashbrook,$55
Liz,CA-2013-118969,Preis,$55
Gary,CA-2014-156769,Zandusky,$55
Adrian,CA-2014-162929,Shami,$55
Jennifer,CA-2013-163986,Jackson,$55
Brad,US-2013-146857,Eason,$54
Evan,CA-2011-139542,Henry,$54
Ken,CA-2012-103716,Black,$54
Eric,CA-2012-119697,Murdock,$54
Jonathan,US-2014-112613,Howell,$54
Greg,US-2014-145597,Guthrie,$54
Tiffany,CA-2014-117261,House,$54
Kunst,US-2012-106873,Miller,$54
Delfina,CA-2011-154165,Latchford,$54
Xylona,CA-2012-155586,Preis,$54
Emily,CA-2014-130967,Burns,$54
Larry,CA-2011-126522,Tron,$54
Cynthia,CA-2014-146493,Voltz,$54
Susan,CA-2011-135090,Pistek,$54
Heather,CA-2014-132584,Jas,$54
Paul,CA-2013-107216,Van,$54
Art,CA-2013-115588,Foster,$54
Aaron,CA-2011-157644,Hawkins,$54
Natalie,CA-2013-130778,DeCherney,$53
Vivek,CA-2013-132094,Grady,$53
Shirley,CA-2013-102932,Daniels,$53
Scot,CA-2011-142965,Wooten,$53
Henry,CA-2012-122168,Goldwyn,$53
Joseph,CA-2013-148908,Holt,$53
Alejandro,CA-2012-110093,Ballentine,$53
Julia,CA-2012-106208,West,$53
Maria,CA-2012-145828,Bertelson,$53
George,CA-2012-167745,Bell,$53
Andy,CA-2011-122588,Reiter,$53
Barry,CA-2014-114804,Französisch,$53
Mathew,CA-2014-111759,Reese,$53
Dianna,CA-2011-115133,Arnett,$53
Jennifer,CA-2014-121818,Halladay,$53
Kean,US-2011-117170,Takahito,$53
Steve,CA-2012-111017,Chapman,$53
Patrick,CA-2014-105130,Jones,$52
Mick,US-2014-114657,Hernandez,$52
Jim,CA-2013-112389,Mitchum,$52
Doug,CA-2014-132185,Bickford,$52
Harold,CA-2012-157343,Dahlen,$52
Shaun,CA-2012-111297,Chance,$52
Joni,CA-2013-124016,Sundaresam,$52
Cindy,CA-2013-121958,Stewart,$52
Don,CA-2013-149195,Miller,$52
Sean,CA-2014-146920,Christensen,$52
Sam,CA-2011-132227,Zeldin,$52
Emily,CA-2014-102099,Phan,$52
Bruce,CA-2012-154200,Geld,$52
Fred,CA-2012-138492,Chung,$52
Bart,CA-2012-106565,Watters,$52
Bart,US-2013-126844,Watters,$52
George,CA-2012-149566,Bell,$52
Mick,CA-2012-111073,Crebagga,$52
Charles,CA-2012-132906,Crestani,$52
Kristen,CA-2012-119102,Hastings,$51
Carlos,US-2014-126053,Soltero,$51
Katherine,CA-2014-157833,Ducich,$51
Dennis,CA-2013-119123,Bolton,$51
Lisa,US-2011-115987,Hazard,$51
Michelle,CA-2014-148138,Ellison,$51
Nathan,CA-2011-135755,Cano,$51
Alan,CA-2012-120439,Dominguez,$51
Sanjit,US-2011-107993,Engle,$51
Xylona,CA-2014-138163,Preis,$51
Max,CA-2012-161830,Engle,$51
Odella,CA-2012-112011,Nelson,$51
Carl,CA-2013-119018,Weiss,$51
Maureen,CA-2013-165827,Fritzler,$50
Sonia,CA-2012-162761,Cooley,$50
Paul,CA-2014-165757,Lucas,$50
Bill,CA-2014-144883,Overfelt,$50
Jeremy,CA-2014-112473,Lonsdale,$50
Adrian,CA-2013-135594,Hane,$50
Dave,CA-2012-132080,Poirier,$50
Tracy,CA-2014-142328,Collins,$50
Philip,CA-2012-111458,Fox,$50
Ashley,CA-2012-126347,Jarboe,$50
Gary,CA-2011-132500,Zandusky,$50
Joseph,CA-2014-102414,Airdo,$50
Pauline,US-2011-163797,Chand,$50
Maribeth,CA-2014-109757,Dona,$50
Cassandra,CA-2014-100160,Brandow,$50
Kunst,CA-2011-169033,Miller,$50
Roy,CA-2011-151078,Französisch,$50
Brad,CA-2014-114370,Norvell,$50
Candace,CA-2011-127383,McMahon,$50
Robert,CA-2011-154837,Barroso,$50
Rob,US-2014-151127,Lucas,$50
Heather,CA-2013-118500,Jas,$50
Rob,CA-2013-131576,Dowd,$49
Aaron,US-2011-158400,Hawkins,$49
Tony,CA-2012-151841,Chapman,$49
Joe,CA-2012-129770,Elijah,$49
Becky,CA-2014-147564,Pak,$49
Anna,US-2014-146822,Gayman,$49
Michael,CA-2014-136672,Granlund,$49
Neoma,CA-2013-158806,Murray,$49
Russell,CA-2011-102008,Applegate,$49
Nathan,CA-2011-111857,Mautz,$49
Sanjit,CA-2014-110212,Jacobs,$49
Guy,CA-2014-107503,Armstrong,$49
Mike,CA-2014-163209,Kennedy,$49
Delfina,CA-2014-155159,Latchford,$49
Jay,CA-2014-100601,Kimmel,$49
Harold,CA-2012-110632,Ryan,$49
Max,CA-2012-155635,Engle,$49
Eva,CA-2014-133641,Jacobs,$49
Kean,CA-2012-123456,Nguyen,$49
Resi,CA-2012-166492,Pölking,$49
Dean,CA-2011-129574,percer,$48
Ricardo,CA-2011-165477,Emerson,$48
Filia,CA-2013-132143,McAdams,$48
Natalie,CA-2014-128699,DeCherney,$48
Maribeth,CA-2014-149181,Dona,$48
Maureen,CA-2012-151043,Gastineau,$48
Lori,CA-2014-118367,Olson,$48
Lynn,CA-2012-165414,Smith,$48
Clay,CA-2014-169901,Cheatham,$48
Shirley,US-2013-163538,Schmidt,$48
Katrina,US-2012-163685,Edelman,$48
Michael,CA-2014-164917,Kennedy,$48
Mark,CA-2012-100888,Hamilton,$48
Jasper,US-2014-129441,Cacioppo,$48
Dave,CA-2014-124940,Kipp,$48
Steven,CA-2011-133634,Roelle,$48
Tamara,CA-2011-156006,Manning,$48
Kristina,CA-2011-107524,Nunn,$48
Cindy,CA-2014-100811,Chapman,$48
Charles,CA-2012-122623,Crestani,$48
Ruben,US-2011-149034,Dartt,$47
Odella,US-2012-117184,Nelson,$47
Art,CA-2014-167871,Ferguson,$47
Giulietta,CA-2011-111934,Dortch,$47
Michael,CA-2011-116757,Stewart,$47
Joel,US-2014-141852,Eaton,$47
Christine,CA-2014-164364,Sundaresam,$47
George,CA-2014-160983,Bell,$47
Cathy,CA-2012-145457,Prescott,$47
Shirley,CA-2011-150329,Daniels,$47
Raymond,CA-2011-139017,Messe,$47
Paul,CA-2011-117709,MacIntyre,$47
Bruce,CA-2013-165015,Degenhardt,$47
Alan,CA-2012-144043,Barnes,$47
Kunst,US-2011-157021,Miller,$47
Andy,CA-2012-169572,Gerbode,$47
Sam,CA-2013-113096,Zeldin,$47
Steve,CA-2013-155383,Carroll,$47
Berenike,CA-2014-151183,Kampe,$46
Bill,CA-2013-148593,Donatelli,$46
Lori,CA-2012-143238,Olson,$46
George,CA-2011-107153,Zrebassa,$46
Valerie,CA-2014-107720,Mitchum,$46
Scott,CA-2014-148145,Williamson,$46
Barry,CA-2012-119634,Weirich,$46
Saphhira,CA-2011-120544,Shifley,$46
Kalyca,CA-2014-116358,Meade,$46
Thomas,CA-2013-161473,Boland,$46
Edward,CA-2012-128083,Becker,$46
Annie,CA-2013-116603,Thurman,$46
William,CA-2014-120327,Brown,$46
Cathy,CA-2014-132430,Prescott,$46
Chris,CA-2012-147879,Cortes,$46
Daniel,CA-2014-155089,Byrd,$46
Chuck,CA-2013-163384,Clark,$46
Anne,CA-2012-151470,McFarland,$46
Steve,CA-2013-114713,Chapman,$46
Matt,CA-2014-158722,Abelman,$46
Denny,CA-2012-109736,Joy,$45
Ashley,CA-2012-164497,Jarboe,$45
Katharine,CA-2011-160738,Harms,$45
Tamara,CA-2014-134306,Dahlen,$45
Sandra,CA-2012-142937,Flanagan,$45
Guy,CA-2011-136742,Phonely,$45
Nick,CA-2013-134222,Zandusky,$45
Tamara,CA-2014-134880,Willingham,$45
Patrick,US-2014-106705,O'Brill,$45
Russell,CA-2012-130792,Applegate,$45
Matt,CA-2012-156440,Hagelstein,$44
Rick,CA-2013-122322,Huthwaite,$44
Sanjit,CA-2014-166849,Jacobs,$44
Thomas,CA-2011-163650,Thornton,$44
Dave,CA-2013-152534,Poirier,$44
Frank,CA-2013-155488,Merwin,$44
Rob,US-2013-131114,Williams,$44
Zuschuss,CA-2014-115322,Carroll,$44
Jack,US-2014-100482,Lebron,$44
Herbert,CA-2014-129833,Flentye,$44
Trudy,US-2014-116505,Brown,$44
George,CA-2011-120950,Ashbrook,$44
Carl,CA-2012-119214,Weiss,$44
Fred,CA-2013-139409,Wasserman,$44
Eva,US-2014-110989,Jacobs,$44
Alyssa,CA-2013-100468,Tate,$43
Tony,US-2014-144582,Chapman,$43
Nat,CA-2011-111899,Carroll,$43
William,CA-2011-141607,Brown,$43
Doug,CA-2011-137351,Bickford,$43
Monica,CA-2012-144722,Federle,$43
Dennis,CA-2012-143882,Bolton,$43
Joy,CA-2011-148950,Daniels,$43
Sung,CA-2012-105158,Pak,$43
John,CA-2014-118360,Castell,$43
Sung,CA-2014-107909,Shariari,$43
Barry,CA-2014-151596,Pond,$43
Maurice,CA-2013-134348,Satty,$43
Emily,US-2014-122637,Phan,$43
Helen,CA-2012-103072,Wasserman,$42
Damala,CA-2014-168403,Kotsonis,$42
Sarah,CA-2013-128811,Foster,$42
Barry,CA-2011-155390,Gonzalez,$42
Frank,CA-2013-112578,Olsen,$42
Tracy,CA-2012-119508,Zic,$42
Cynthia,CA-2014-146780,Voltz,$42
Beth,CA-2014-169012,Fritzler,$42
Stephanie,CA-2013-133802,Phelps,$42
Laura,CA-2012-125395,Armstrong,$42
Debra,CA-2013-137736,Catini,$42
Matt,CA-2012-110324,Abelman,$42
Gene,CA-2013-137393,McClure,$42
Bill,CA-2013-137204,Overfelt,$42
Sara,US-2012-107349,Luxemburg,$42
Muhammed,US-2013-132423,Yedwab,$42
Ed,CA-2014-107797,Braxton,$41
Eugene,CA-2014-125752,Hildebrand,$41
Lisa,CA-2014-103506,Ryan,$41
Marc,CA-2012-105599,Crier,$41
Denise,CA-2014-143329,Leinenbach,$41
Chris,CA-2013-161095,Selesnick,$41
Allen,CA-2014-149468,Rosenblatt,$41
Muhammed,CA-2014-109099,MacIntyre,$41
Greg,CA-2012-163090,Hansen,$41
Michael,CA-2013-139689,Paige,$41
Chad,CA-2013-161781,Cunningham,$41
Anthony,CA-2014-126123,Garverick,$41
Michael,CA-2011-118192,Moore,$41
Peter,US-2014-101518,Bühler,$41
Robert,CA-2012-145415,Dilbeck,$41
Fred,CA-2013-145842,McMath,$41
Jesus,US-2014-138086,Ocampo,$41
Emily,CA-2013-159989,Burns,$41
Mick,CA-2014-113075,Crebagga,$41
Eugene,CA-2013-146010,Hildebrand,$41
Melanie,CA-2011-135405,Seite,$41
Peter,CA-2011-166457,Fuller,$41
Maurice,CA-2011-143637,Satty,$40
Matt,CA-2013-113082,Collister,$40
Guy,CA-2014-152786,Armstrong,$40
Eleni,CA-2014-137344,McCrary,$40
Chuck,CA-2014-125290,Clark,$40
Jeremy,CA-2013-152632,Ellison,$40
Shaun,CA-2014-136000,Chance,$40
John,CA-2014-152485,Dryer,$40
Ionia,CA-2011-102645,McGrath,$40
Roy,CA-2011-123925,Französisch,$40
Carl,US-2014-131583,Ludwig,$40
Mitch,CA-2013-138667,Webber,$40
Bryan,US-2013-122182,Davis,$40
Greg,CA-2013-153353,Guthrie,$40
Sung,CA-2014-169362,Pak,$40
Jamie,CA-2012-105508,Frazer,$40
Duane,CA-2012-145324,Huffman,$40
Mike,CA-2012-107020,Vittorini,$40
Eric,US-2013-116400,Barreto,$40
Luke,CA-2014-169929,Schmidt,$40
Adrian,CA-2014-140781,Barton,$40
Chris,US-2013-114230,McAfee,$40
Alan,CA-2014-131212,Barnes,$40
Edward,CA-2011-142979,Hooks,$40
Christine,CA-2013-128111,Sundaresam,$40
Henry,CA-2013-146437,Goldwyn,$40
Joy,CA-2014-125990,Smith,$40
Brenda,CA-2012-107083,Bowman,$40
Shirley,CA-2011-124464,Schmidt,$39
Neoma,US-2012-100531,Murray,$39
Bart,CA-2014-151855,Watters,$39
Dorothy,CA-2011-166730,Dickinson,$39
Stephanie,CA-2011-155208,Phelps,$39
Matt,CA-2013-145492,Connell,$39
Zuschuss,CA-2011-126802,Carroll,$39
Nancy,CA-2013-147473,Lomonaco,$39
Neil,US-2012-140851,Ducich,$39
Delfina,US-2014-114034,Latchford,$39
Jane,US-2014-158946,Waco,$39
Mark,CA-2011-148614,Van,$39
Sarah,US-2011-161305,Bern,$39
Valerie,CA-2012-105221,Mitchum,$39
Cindy,CA-2012-159380,Stewart,$39
Neil,CA-2014-130148,Knudson,$38
Becky,CA-2014-156139,Pak,$38
Liz,CA-2013-105263,MacKendrick,$38
Lisa,CA-2013-166443,Hazard,$38
Bill,CA-2013-130680,Donatelli,$38
Ken,US-2014-118038,Brennan,$38
Emily,CA-2013-140641,Phan,$38
Erin,CA-2014-163188,Creighton,$38
Tracy,CA-2013-103919,Poddar,$38
Joe,CA-2011-126200,Elijah,$38
Patrick,US-2014-108700,Jones,$38
Alejandro,CA-2012-142055,Ballentine,$38
Erin,CA-2013-154998,Smith,$38
Luke,CA-2014-118521,Foster,$38
Ann,CA-2014-169411,Chong,$38
Lindsay,CA-2012-132276,Castell,$38
Mark,CA-2013-141523,Haberlin,$38
Alejandro,CA-2012-153738,Grove,$38
Ed,CA-2014-150707,Ludwig,$38
Darren,CA-2013-166618,Powers,$38
Dan,US-2014-133781,Campbell,$38
Suzanne,CA-2014-120614,McNair,$38
Maxwell,CA-2011-138709,Schwartz,$37
Clytie,CA-2014-104647,Kelty,$37
Deborah,US-2013-144477,Brumfield,$37
Alan,US-2011-139500,Barnes,$37
Stephanie,CA-2013-123414,Ulpright,$37
Steve,CA-2014-152926,Chapman,$37
Becky,CA-2013-149335,Castell,$37
Lisa,CA-2013-142762,DeCherney,$37
Katrina,CA-2014-115805,Willman,$37
Michael,CA-2014-128160,Moore,$37
Adam,CA-2013-104311,Shillingsburg,$37
Annie,CA-2012-130876,Zypern,$37
Jennifer,CA-2012-127418,Jackson,$37
Pamela,CA-2011-126963,Stobb,$37
Rick,CA-2013-101623,Reed,$36
Paul,US-2014-111920,Stevenson,$36
Justin,US-2013-117541,MacKendrick,$36
Jamie,CA-2013-116918,Kunitz,$36
Sylvia,CA-2011-169852,Foulston,$36
Tiffany,CA-2013-132409,House,$36
Shui,CA-2014-106852,Tom,$36
Duane,CA-2011-139451,Noonan,$36
John,CA-2012-158148,Murray,$36
Stewart,US-2011-160780,Visinsky,$36
Heather,CA-2013-130001,Kirkland,$36
Maris,CA-2013-125794,LaWare,$36
Dean,US-2013-134761,Braden,$36
Filia,CA-2013-124814,McAdams,$36
Bart,CA-2011-146990,Pistole,$36
Brosina,CA-2014-112865,Hoffman,$36
Michael,CA-2014-100580,Kennedy,$36
Patrick,CA-2011-109890,Gardner,$36
Tonja,US-2014-114356,Turnell,$36
Brooke,CA-2011-127523,Gillingham,$36
Roy,CA-2014-117933,Französisch,$36
Sung,CA-2012-156923,Pak,$36
Anna,CA-2013-158617,Chung,$36
Paul,CA-2014-148320,Gonzalez,$36
Stewart,CA-2014-151176,Visinsky,$36
Frank,CA-2014-144036,Olsen,$36
Meg,CA-2014-163020,O'Connel,$36
Meg,CA-2014-154137,Tillman,$35
Angele,CA-2013-160479,Hood,$35
Julie,CA-2014-139787,Prescott,$35
Edward,CA-2013-126809,Becker,$35
MaryBeth,CA-2011-149244,Skach,$35
Susan,CA-2013-136371,Vittorini,$35
Theone,CA-2012-116841,Pippenger,$35
Xylona,US-2014-115595,Preis,$35
Patrick,US-2014-116491,Gardner,$35
Heather,CA-2014-126382,Kirkland,$35
Carlos,CA-2012-147816,Meador,$35
Kelly,CA-2014-116498,Andreada,$35
Christine,CA-2014-165687,Sundaresam,$35
Michael,CA-2013-101329,Moore,$35
Nora,CA-2013-113138,Pelletier,$35
